,publish_date,headline_text
5401,20030508,warning issued after young girl attacked
5402,20030413,fed govt considers repatriating iraqis
5403,20030925,fears sex education opposition endangering teachers
5404,20030604,petrol stations to undergo random checks
5405,20031027,israeli plans for settler outposts defy road map
5406,20030314,us military masses for iraq offensive
5407,20031002,three dead in liberia un peacekeepers take over
5408,20030827,abbott refuses to dob in fund contributors
5409,20030623,irons too strong for aussie surfer
5410,20030726,sea eagles down battered broncos
5411,20031123,taipans dodge bullets
5412,20031125,act refuses australia day party funding
5413,20030901,tt line increases fares on first anniversary of
5414,20030910,study highlights native title differences
5415,20030804,call for national strategy to fight poverty
5416,20030628,us soldier killed hurt in baghdad attack
5417,20030410,shellfish algae outbreak slammed as beat up
5418,20030909,uproar over cut hygiene scheme comes to a head
5419,20030722,tehran row deepens over probe into canadian death
5420,20031026,police arrest man over gold coast shooting
5421,20030308,man allegedly impersonates taxi driver
5422,20030819,newman alcohol restrictions proving positive
5423,20031015,albany resident calls for calm overhaul
5424,20030902,judges continue to read verdict in bashir case
5425,20031227,canberra cinema evacuated amid fire alert
5426,20031017,man to face court over throat slashing
5427,20030410,fears telstra to slash jobs
5428,20031107,pm defends right to speak out on court matters
5429,20030401,goulburn murray water urged to pay for caravan park
5430,20030520,npws rejects drought park claims
5431,20031112,another illegal clearing fine in south east
5432,20031030,fire brigade controls sydney factory blaze
5433,20030625,parties reach agreement on asio bill
5434,20030415,iraqi police join british troops at checkpoints in
5435,20030912,us warns of possible al qaeda strike bigger than
5436,20030402,downer meets bush on washington tour
5437,20030324,indians mired in gloom over world cup loss
5438,20030626,bothwell reserves may be worth b
5439,20030223,rain still needed in central west qld
5440,20030813,more drought aid available
5441,20030626,fardon case to test dangerous prisoners act
5442,20030927,dna evidence helps police nab criminal
5443,20030624,new kentish council to be known soon
5444,20030729,residents wake to cold morning
5445,20030609,australia wary of wales jones
5446,20031027,senate to debate telstra sale
5447,20030325,fiji treason sentencing may take time
5448,20031106,schools told no disadvantage in boundary changes
5449,20030726,bangladesh routed as aussies wrap up series
5450,20030819,chinese citrus crackdown to cost aust industry
5451,20031215,oil spill reaches nsw coastline
5452,20030602,asa to vote against mim takeover
5453,20030702,top four women to face off in wimbledon semi finals
5454,20030530,police taskforce to probe anglican church abuse
5455,20030325,nigerian court delays stoning appeal
5456,20030525,hollingworth resigns
5457,20031023,indy support cars take to the track
5458,20030416,faked footage puts aussie in eye of oscar storm
5459,20030918,firefighters work to contain straddie fire
5460,20030926, million year old fossils found in western qld
5461,20030602,displaced residents angry about toxic soil
5462,20030716,icac investigates fair trading bribes
5463,20030413,bruno prepared to make comeback to fight harrison
5464,20031022,judge to see piggery plan site
5465,20030605,un envoy may be barred from suu kyi
5466,20030307,building industry inquiry a m stunt union
5467,20030610,queens birthday honours recognise central
5468,20030318,qantas to temporarily cut staff levels
5469,20030601,williams silent on sydney ji unit claim
5470,20031229,sharon prepares for road map failure
5471,20030619,shire unhappy with wind farm delay
5472,20031020,developer welcomes inquiry findings
5473,20030722,aussies rest up ahead of final day in the mountains
5474,20030929,matildas crash out of world cup
5475,20031011,rare white humpback makes appearance in moreton bay
5476,20031103,nikolic defends mummify ride
5477,20030507,nsw govt to hold nuclear waste transport probe
5478,20030710,slow response to ec drought aid
5479,20031014,child dies in car fire
5480,20031119,storms cause damage in mid north sa
5481,20030316,france says war only days away
5482,20031118,pathetic england surrender to sri lanka
5483,20030823,canadian fire forces to flee
5484,20031015,longyard golf course sale ends uncertainty
5485,20030617,high hopes for tilt train commuter service
5486,20030223,firefighters to continue containment efforts near
5487,20030714,inquiry told bushfires shouldnt have got to
5488,20030529,police chief happy with terrorism exercise
5489,20030912,phoenix claim title in front of record crowd
5490,20030711,education courses must consider indigenous students
5491,20030507,reserve bank keeps rates steady
5492,20030616,israeli army arrests two palestinian cameramen
5493,20030629,ferrero stays on course in style
5494,20030811,brits fire warning shots in basra
5495,20030812,vitamins help beat cholesterol
5496,20030221,education dept considers rural concerns
5497,20030625,education positives and negatives
5498,20031114,falconio murder suspect arrives in darwin
5499,20030604,england italy hit form ahead of euro 
5500,20030807,spinner hossain to undergo tests
5501,20031202,fleming doubtful for first test v pakistan
5502,20030504,ford get first three as skaife slips
5503,20030329,waugh still uncertain over future
5504,20030224,hobart womens health centre relocated
5505,20031127,doctor seeks women to test orgasmatron
5506,20030709,coroner clears telstra over boys death
5507,20030617,call for focus on youth problems
5508,20030921,students recover after meningococcal disease
5509,20030415,afghan refugee returns to family in launceston
5510,20030721,regional areas would bare brunt of atm fee
5511,20030616,truck rolls after camel crossing
5512,20030926,reef accidents blamed in part on deregulation
5513,20031210,police question man after hit and run
5514,20030226,warne takes it on the chin
5515,20030220,beware the standard alcoholic drink
5516,20030602,australians among top big spenders
5517,20030419,neighbours urge us to pursue anti nuke talks with
5518,20030925,rocca out of grand final
5519,20030801,us ratifies trade agreements with chile singapore
5520,20030320,ceremony to mark work on new shopping complex
5521,20030807,survey shows young australians the biggest savers
5522,20030303,thorpe trims down for world championship assault
5523,20030926,carr wants changes to mp travel
5524,20030419,neighbours urge us to pursue anti nuke talks with
5525,20030802,ralf leads hockenheim qualifying webber fourth
5526,20031221,india tests short range surface to air missile
5527,20030417,wilcannia water restrictions to be lifted soon
5528,20030416,police probe council blaze
5529,20031020,govts closer to ship sinking agreement
5530,20030309,australia upgrades travel warnings for mid east
5531,20030512,amrozi faces court over bali blasts
5532,20030603,gus defends bailey selection
5533,20031007,antarctic specialist drowns in tasmania
5534,20031105,students put lid on drink spiking
5535,20030717,police await psychiatric test results following
5536,20030331,scouts winched to safety
5537,20030827,keyhole welding to save industry big bucks
5538,20030430,tendulkar faces five month break after hand surgery
5539,20031006,mixed response to medical levy decision
5540,20031016,hockeyroo hudson on comeback trail
5541,20030712,choisir sold to coolmore stud
5542,20030718,doubts any gay ministers will be ordained in qld
5543,20031031,spys espionage sentence lengthened
5544,20031204,leeds shares soar after sheikh confirms interest
5545,20030313,amp defies stock market retreat
5546,20030915,sister of williams tennis stars shot dead
5547,20030728,liberian rebels reject us peace proposal
5548,20030706,abc lines up live worlds coverage
5549,20030604,uniform legislation urged for smoking bans
5550,20031001,symposium told archaic laws hindering trans
5551,20030902,tampa refugees to arrive in brisbane
5552,20031005,salvos police team up for melbourne patrols
5553,20030611,first blood to nsw as johns spoils qlds party again
5554,20031111,man jailed over tourist attack
5555,20030623,schalken very confident after dutch triumph
5556,20031215,two dead in military accident near iran nuclear
5557,20030814,council seeks advice over subdivision decision
5558,20031202,nrma wins bid for new constitution
5559,20030224,powell begins talks with china
5560,20030418,brits assisted in n ireland killings report
5561,20031203,public asked to help find missing woman
5562,20031023,southern cross to revamp local news bulletins
5563,20031208,museum head blames politics for demise
5564,20030413,finding banned weapons very important us poll
5565,20030502,experimental salinity awareness program launched
5566,20030814,qld teachers dispute over
5567,20031110,man aids police with maroochydore death probe
5568,20031130,brigitte case highlights asio inflexibility ruddock
5569,20030319,oscars show goes on but no red carpet
5570,20030920,residents warned against using tailem bend bore
5571,20030915,bronco kelly to face judiciary
5572,20030722,alleged murderer led police to victims body court
5573,20030305,medicare levy may rise pc under labor costello
5574,20030523,brumby opens mineral springs centre
5575,20030505,new shire president for broome
5576,20030507,ec unfazed by berlusconi charge
5577,20030509,doyle claims delahunty misled parliament
5578,20030227,investment figures better than expected
5579,20031215,year students receive vce results
5580,20030302,fed opp wont bring the troops home crean
5581,20030723,economic indicator points to pick up
5582,20030821,landcare welcomes funds boost
5583,20031018,canberra warned over spring snake boom
5584,20030304,stewart urges rule change to end anxious wait
5585,20030324,alp retains illawarra wollongong keira
5586,20031201,anderson accuses unions of air scare campaign
5587,20030412,leaked memo sparks speculation over deegan sacking
5588,20030821,hanson files appeal against fraud conviction
5589,20030612,beattie refuses to name leadership preference
5590,20030912,fears murray valley facing future winegrape
5591,20030824,man charged with babys manslaughter
5592,20030413,sydney yachts win at mooloolaba
5593,20030424,man facing gun charges gets bail
5594,20030808,canada loses f grand prix for season
5595,20031006,pope canonises three missionaries
5596,20030331,toughest part of war still ahead pm
5597,20030324,australian soldiers disable iraqi missiles
5598,20031126,artest powers pacers to sixth straight win
5599,20031125,nasa faces huge bill for shuttle disaster
5600,20030714,murphy pyman ohern among open qualifiers at loch
5601,20031021,man remanded in custody after attempted murder
5602,20030921,welford to seek advice over qld opp leaders
5603,20031010,inquiry to look into sydney harbour plans
5604,20030818,students seek faculty meeting over engineering
5605,20030507,aceh violence may flare after peace talks collapse
5606,20030908,public transport funding inquiry report due today
5607,20031119,olympic weightlifter bailed over vic steroid raid
5608,20030321,schumacher sizzling in malaysian qualifying
5609,20030428,johns faces stint on sidelines
5610,20030319,luczak gets his chance in miami
5611,20030402,us troops on the move
5612,20031023,killing of journalist in ivory coast intentional
5613,20030403,man loses appeal against murder conviction
5614,20031006,south west public to get improved health access
5615,20030516,cbh considers esperance operation
5616,20030228,teen charged over high speed car chase
5617,20030815,liberians search for food family
5618,20031002,proteas off to winning start in pakistan
5619,20030418,bishops say zimbabwe tortured cricket protesters
5620,20031127,crean given ultimatum jump or face vote
5621,20031118,act aims to reduce homelessness
5622,20030504,powell rules out attack on syria
5623,20030224,police concerned over acid theft
5624,20030319,strong cattle prices set to continue
5625,20030819,council offers ses assurances
5626,20031106,police hunt masked home invader
5627,20031030,us senators set deadline for cia in iraq probe
5628,20031001,rugby chief inspects docklands
5629,20030306,us deployment to n korea shouldnt be over
5630,20030625,airport search powers extended
5631,20030704,federal help sought for wind farm plan
5632,20030401,bendigo mayor farewells council
5633,20030906,big kev survives shareholders vote
5634,20031023,india set to end year pakistan test freeze
5635,20030905,chinese researchers confirm sars came from animals
5636,20031103,indigenous link up project extended
5637,20030325,liberal leader congratulates candidate pre win
5638,20030627,ruddock defends detainee housing consultation
5639,20031110,sa man in chopper crash
5640,20030318,victorian pair tested for deadly pneumonia strain
5641,20030225,rain sparks water restrictions easing
5642,20031106,senate stoush looms over building legislation
5643,20030526,perry scores easy pga win
5644,20030228,bickering within national trust in tas heats up
5645,20030801,roddick wins rusedski rematch agassi charges
5646,20030811,rights group puts aceh civilian death toll at 
5647,20030922,buckley or ricciuto will claim brownlow harvey
5648,20030714,perry edges allan for milwaukee win
5649,20031012,spain to beef up security presence in baghdad
5650,20030919,buffalo sized rodent found to be guinea pigs
5651,20030923,prince harry on show at taronga zoo
5652,20031114,more time sought for community bank pledges
5653,20030902,no proof bashir heads ji judge says
5654,20031021,water theme park proposed for darwin
5655,20030616,federer wins halle for ideal wimbledon warm up
5656,20030718,vandalism sparks move to limit reserve access
5657,20031225,melbourne police tell boxing day crowd to behave
5658,20031126,high hopes for broken hill exploration
5659,20030923,mcg celebrates th birthday
5660,20030404,woman under watch in qld for sars
5661,20030322,coalition tries to negotiate iraqi surrender of
5662,20030401,nz denies anti war stance embarrasses us
5663,20031125,road markings unsafe claims ract
5664,20030522,budget a jeckyll and hyde affair putt says
5665,20030913,melbourne protesters march against wto
5666,20030624,us plays hunger card in europe gm debate
5667,20030624,eu denies gm ban worsens africa famine
5668,20030922,pies braced for rocca verdict
5669,20031104,nsw opposition calls for blanket dna testing
5670,20030814,stair climbing wheelchair wins approval
5671,20030306,mcbride in hospital after brain haemorrhage
5672,20030415,rate rise meeting adjourned
5673,20030709,public help sought in missing woman case
5674,20030813,warning forestry row may be looming
5675,20030715,mickelson plays down his open hopes
5676,20030714,israel questions alleged irish bombmaker
5677,20031101,govt says qld nats child protection policy a pre
5678,20031015,china launches manned space flight
5679,20031204,mp presents countrylink report to costa
5680,20030225,us carrier arrives in gulf
5681,20031025,rescuers at russian mine find men alive
5682,20031109,rescuers drown off kangaroo island saving injured
5683,20030623,landslide derails train in india
5684,20030305,banana shire votes to uphold electorate decision
5685,20030408,reporter says us tank aimed at iraq media hotel
5686,20030322,entire iraqi division surrenders to allied forces
5687,20030620,beattie taking advantage of bundy cane harvester
5688,20031204,employers group facing criticism
5689,20030804,mundine bout in doubt
5690,20030504,ferrero rochus to provide appetising final
5691,20030504,slushy outfield delays start of second sris nz test
5692,20030220,truck roll destroys furniture
5693,20030626,knife on plane may be inside job anderson
5694,20031106,un report highlights girls education woes
5695,20030704,council approves truck trial
5696,20030823,sa praises howards murray rescue plan
5697,20030425,adams puts proteas in strong position
5698,20030729,nsw teachers strike may spread
5699,20030813,full moon beams down on athens one year countdown
5700,20031108,red cross pulls out of baghdad basra
5701,20030315,palestinians call for immediate implementation of
5702,20030716,troubled gold mine secures m funding package
5703,20030312,roma grab gunners draw
5704,20030414,waratahs may lose blacklock
5705,20030519,row erupts over rfsa paid officers
5706,20031027,howard quiet on memorial snub
5707,20030405,anti war flotilla protests outside pms residence
5708,20030312,kivilev dies from head injuries
5709,20030709,im ready for the williams sisters sharapova
5710,20030422,date set for summit on public drunkenness
5711,20030511,vic opp critical of timing of education system
5712,20030712,armstrong takes it easy ahead of alps
5713,20030507,honours for horticultural scientists
5714,20030403,armstrong heads dauphine libere cast
5715,20030609,guevara ups pressure on freeman
5716,20030823,redundancy rumours laid to rest police union
5717,20030807,us helicopters land in liberian capital
5718,20030721,doctors re use disposable instruments study
5719,20031118,hewitt raring to go masur says
5720,20030624,us plays hunger card in europe gm debate
5721,20030823,magpies beat swans lions down cats
5722,20031030,vic a g ponders killers bid for release
5723,20030922,nrl bids to bypass players association
5724,20030810,liberia peacekeepers denied port access
5725,20031007,hope for wind farm work to take off soon
5726,20030401,waterfall train was speeding inquiry told
5727,20030705,death toll in pakistan mosque attack rises to 
5728,20031219,bishop involved in abuse mediation
5729,20030927,katherine candidates outline platforms
5730,20030220,police find second cannabis crop
5731,20030606,liberal president focuses on state losses
5732,20030830,australia beats britain to world rowing title
5733,20030908,full text of bush speech on iraq
5734,20031206,bartlett wine ruckus highly inappropriate
5735,20030516,ireland asks some athletes to stay away from
5736,20030813,claims bypass would offer road trauma benefits
5737,20031214,nz hopes to emulate aust us trade deal
5738,20030415,court hears crown robber was vip member
5739,20030729,aboriginal skulls handed back
5740,20031005,roosters panthers prepare for battle
5741,20030605,wa backs plastic bag ban
5742,20031102,parramatta powers to record win
5743,20030731,jones turns on gregans critics
5744,20030726,chelski banks easy win over malaysia
5745,20030707,sa vows to continue dump fight
5746,20031110,five schoolgirls injured in detonator blast
5747,20031230,us pushes air marshal plan
5748,20031230,boy injured in speedboat accident
5749,20031210,agforce fighting drought battle
5750,20030328,olympic im champ keen to race thorpe again
5751,20030921,mayor seeks gambling figures
5752,20031122,waugh cautious on lee return
5753,20030907,once strike early again in vuelta
5754,20030628,sharks edge out cowboys
5755,20030908,navratilova thwarted in bid for us open age mark
5756,20030929,clubs to offer right ingredient for learning
5757,20030530,man charged over hijack bid
5758,20030901,crown land under review in nsw
5759,20030325,bolton makes spurs pay the penalty
5760,20030806,men questioned over illegal tobacco find
5761,20031008,funds flow in for church restoration
5762,20031129,palestinian pm rules out sharon talks
5763,20030416,full text point plan for iraq
5764,20030421,saddams son in law surrenders inc
5765,20031015,nt warns fed govt plans to cut m in road funding
5766,20030903,bulldogs switch to showgrounds
5767,20030329,companies urged to disclose ceo salaries
5768,20030429,bracks supports plan to attract more female police
5769,20030620,water woes continue in broken hill
5770,20030321,straw offers condolences to families of killed
5771,20030403,teenager charged over alleged crossbow attack
5772,20030729,health service suffers budget blow out
5773,20030602,flamengo hit for six in brazil liedson scores four
5774,20030630,ioc agrees to delay china games
5775,20030718,stage set for solomons intervention
5776,20030701,teske considers mens match up
5777,20031113,west indies on top against zimbabwe
5778,20030402,us investors taking upbeat look at war
5779,20031106,mp unimpressed with theatre funding
5780,20030703,french may join solomons force
5781,20030322,british bomber pilots awed at baghdad ablaze
5782,20031013,touring possum ready for return to perth
5783,20030814,season over for johns
5784,20031015,motorcycle gang drives scots out of town
5785,20030529,all ords makes small gain lend lease plunges
5786,20030226,blake proclaims innocence over wifes murder
5787,20030417,water leak leaves burnie residents dry
5788,20030405,uk embassy staff leave tehran after blasts
5789,20030709,support planned for male sexual abuse victims
5790,20030420,police recover body in ovens river
5791,20030427,japanese firm breaks through the space barrier
5792,20030413,warriors ahead of broncos at half time
5793,20030930,maher confirmed for ers opener
5794,20031002,akermanis rejects arrogance claim
5795,20030505,mcewen tipped for cabinet promotion
5796,20030725,cheney takes on war critics
5797,20030307,pm would welcome bin ladens execution
5798,20030815,college welcomes education centre opening
5799,20031113,gastro outbreak forces hospital closure
5800,20030410,natwa
5801,20031019,hope fades for baby apec found in bangkok trash
5802,20030527,pm says hicks may be charged under us law
5803,20030313,airline clears air over services withdrawal
5804,20030331,friendly fire survivor critical of us soldier
5805,20030613,court told serial killer should never see outside
5806,20031211,citys socceroo gets date with duke
5807,20030224,rain prayers answered
5808,20030409,top cop ignores calls to drop gunston fight
5809,20030223,waugh expected to play in one day final
5810,20030627,left labor mps unhappy with drug search legislation
5811,20031210,aus waits for zimbabwe test tour go ahead
5812,20031223,law company seeks parole changes
5813,20030503,verplank takes clubhouse lead with 
5814,20030724,peacekeepers could move into liberia within days
5815,20030609,tribal warrior docks in sydney
5816,20031217,broken hill preparing for big festival
5817,20031224,hicks lawyer slams foi document block
5818,20030406,fire damages bankstown shopping centre
5819,20030415,german bio tech company sends out free sars test
5820,20030620,prisoner remains at large after petrie escape
5821,20031215,socceroos close to venezuela friendly deal
5822,20031202,ronaldinho out of barca clash with real
5823,20030717,kilted kiwi longstaff leaves for pau
5824,20030511,tas support group calls for g gs resignation
5825,20031015,indigenous business gets funding boost for centre
5826,20030225,irrigators to highlight need to stop blame game
5827,20031004,missing sa man found dead in victoria
5828,20030219,orientation begins for uni students
5829,20030623,launch of second mars probe postponed nasa
5830,20030714,police release likeness of man in murder probe
5831,20030902,trio faces court on escape charges
5832,20031113,nsw auditor to probe australian institute of music
5833,20030225,settlement reached on whyalla airlines dispute
5834,20030730,china catches real fever in teams first exhibition
5835,20031110,us detains over baghdad hotel rocket attack
5836,20030928,algerian army kills islamists in search
5837,20031112,new timetable for act buses
5838,20030807,council staff to boost pay protests
5839,20031003,former mp touted as senate candidate
5840,20030628,marijuana doesnt permanently harm the brain study
5841,20030221,bhp port kembla production restarts
5842,20030527,irc passes on pay rise for workers
5843,20030325,iraq claims eight allied troops killed in recent
5844,20031016,nt development board reps announced
5845,20031030,qld auditor to review govt advertising
5846,20030225,strength of dollar surprises market
5847,20030914,animal liberation poultry raid prompts govt
5848,20031114,gregan turns heat on all blacks
5849,20030523,govt seeks assurance over bali aid allocation
5850,20030322,turkey denies sending in troops
5851,20030905,hunter mentoring program to help indigenous teens
5852,20031107,minister to hear nursing home bed concerns
5853,20030226,zimbabwes flower saved by player revolt source
5854,20031127,beattie demands opposition apology in wake of
5855,20031104,new fines to weed out pest plants
5856,20031201,armed men on ivory coast tv demand departure of
5857,20030331,vandals target tingha school
5858,20030626,act govt out to thump gazumpers
5859,20030910,more funds for consumer tenancy advice
5860,20030611,federers morale boosted kafelnikovs dented
5861,20030626,unamended media bill returns to senate
5862,20030609,aussie rogers wins sixth stage to take tour of
5863,20031020,private investigator pleads guilty to stealing
5864,20030722,man airlifted to hospital after snowfields accident
5865,20031114,agassi and schuettler set up masters cup duel
5866,20031112,business group opposes lower regional wages plan
5867,20030604,call for rate freeze to help drought stricken
5868,20030709,push for rail standardisation still on track
5869,20030604,windies aiming to maintain winning form against
5870,20030918,power gamble on primus pies pull davis surprise
5871,20031206,teachers union unhappy with pay deal
5872,20030524,roddick to face davydenko in austrian final
5873,20030327,million dollar splurge on inaugural adelaide
5874,20030927,pentagon taps soldiers for iraq
5875,20031113,labor fights off call to change bushfire efforts
5876,20030702,knights aims to keep talented juniors
5877,20030414,tnv crn
5878,20030227,public urged to dob in a drug dealer
5879,20030418,australian forces uncover iraqi military hardware
5880,20030605,plot to kill gutnick uncovered
5881,20031030,union kicks blundstone for giving workers the boot
5882,20030529,mp awaits airport masterplan
5883,20030413,woyecha wins canberra marathon
5884,20030620,man avoids full bite of the law
5885,20030819,storms hamper pursuit of alleged toothfish poachers
5886,20030330,iraq rejects renewed un oil for food resolution
5887,20030613,pm talks up gladstone future
5888,20030723,inland rail will help revive towns compton
5889,20031213,australia to build on massive total
5890,20031107,victorian man dies during snorkelling trip
5891,20031114,groups rally to save train service
5892,20030728,specialist teaching vacancies in nt down to 
5893,20030802,dockers continue to dominate at home
5894,20030525,iraq ramps up oil production
5895,20031022,hermannsburg man gets years for sexual assault
5896,20030331,townsville may host wallabies world cup training
5897,20031202,retail building figures on the up
5898,20031212,campaign fails to stop agricultural college closure
5899,20031008,us prosecutors to appeal against sept court
5900,20030708,dpp awaits report on magistrates conduct
5901,20030711,regional wa urged to have say on draft industry
5902,20030617,neitz in casino security scuffle
5903,20031112,russian court denies oil magnate bail
5904,20030606,south africans looking to make sevens history
5905,20031201,civilians add to death toll from iraq clash
5906,20030625,nationals accused of selling out on telstra
5907,20030505,call for new states to be considered
5908,20030904,anglers prepare for new fishing season
5909,20030307,building industry inquiry a m stunt union
5910,20030626,chance for local firms to tender for base contracts
5911,20030802,funeral held for home invasion victim
5912,20030313,nsw coalition pledges specialist rural health unit
5913,20030428,police say sars drug thieves stole wrong container
5914,20030307,riverland police chief to step down
5915,20031227,french thieves drive victim home for christmas eve
5916,20031118,high court to decide detained infants fate
5917,20030625,insurance council seeks release of flood data
5918,20030921,burmese leaders hold democracy rally
5919,20030826,abbott helped fund one nation case businessman says
5920,20030729,qal complaints higher than expected
5921,20030513,nurses honoured with awards
5922,20031007,events responsible for influx of visitors
5923,20030804,missing man found safe and well
5924,20030612,accused murderer loses bid for family estate
5925,20030920,woman found after five night bush ordeal
5926,20030801,alert blunder shows need for home affairs crean
5927,20031219,australians getting older on average
5928,20031010,govt wrongly targeting metropolitan water users
5929,20031025,debtor doing robbers sentence earns own jail time
5930,20030911,scholarship honours australian killed in sept 
5931,20030520,afl clubs get advice on survival
5932,20030322,webb in four way tie for phoenix lead
5933,20031217,us secures iraq debt deal
5934,20030801,baseball boost for mt gambier
5935,20031229,coca cola quiet on parmalat rumours
5936,20030917,ferguson praises goalless strike pair after win
5937,20031217,vatican criticises us treatment of saddam
5938,20031231,farmers to get vehicle insurance rebate
5939,20031021,mother jailed over welfare fraud
5940,20030319,carr brogden hit the streets
5941,20030929,investors asked to consider salmon float
5942,20030712,us stocks end up higher
5943,20030918,new watchdog strike cap in govts building plan
5944,20031029,us democrats doubt bushs credibility on iraq
5945,20031022,sheep ship future in limbo
5946,20031126,top british judge condemns guantanamo detention
5947,20031110,no light ahead for tunnel plan
5948,20030622,indonesian offensive kills gam rebels
5949,20030609,clijsters consoled by doubles win
5950,20031125,mobile phone network outage affects act
5951,20030927,rain disrupts start to new zealands india tour
5952,20030818,samoan pm launches attack on rugbys governing body
5953,20031022,qld demands return of bauxite lease
5954,20030509,fire traps five in high rise lift
5955,20030408,pair to face court after caravan park death
5956,20031005,blair knew wmd claims were wrong
5957,20031011,dutch prince gives up throne rights over fiancee
5958,20030606,funding cuts put projects on hold mayor
5959,20030410,police aim to lower truck crash rate
5960,20030514,csiro staff concerned despite m funding boost
5961,20030616,accc welcomes launceston airport report
5962,20030816,england rock south africa
5963,20030501,brereton spy claims damaging dsd
5964,20030724,idi amin out of coma still critical
5965,20031030,church concerned for iraq familys return home
5966,20030311,capriati safin sweat at indian wells
5967,20030626,telstra sale depends on market howard
5968,20031204,fletcher jones union urged to discuss job losses
5969,20030718,funding dispute puts cloud over jobs
5970,20030516,public ballot on trading hours carnival holiday
5971,20030701,back injury threatens fed express
5972,20030506,woman dead after being hit by train
5973,20031007,era chief resigns head office moves to darwin
5974,20031128,maritime college boosts thailand ties
5975,20030221,land council dismissed administrator appointed
5976,20030904,earlier start for bushfire danger period
5977,20031015,council officers authorised to make planning
5978,20030225,fire service urges caution to tas residents
5979,20031116,saudi academic slams islamic affairs minister
5980,20030721,ama holds concerns for tasmanian bulk billing
5981,20031029,nt offers first online law degree
5982,20030622,eu summit protesters rampage in greek city
5983,20030404,fair may be biggest one yet
5984,20030430,safin worn down by squillari in valencia
5985,20030410,news corp losses drag market lower
5986,20030526,truck salvage operation may block road
5987,20031026,german troops fly into north east afghanistan
5988,20030823,elderly woman struck down in hit run accident
5989,20030429,howard blasts absurd medicare claims
5990,20030725,win everything beckham and co told
5991,20030628,scud molik gear up for day six
5992,20030922,unheralded dancevic lifts canada into world group
5993,20030624,four charged over mombasa bombing
5994,20031227,call for coronial inquiry into fatal shooting
5995,20030318,nats air electoral boundary change concerns
5996,20031211,councillor dismisses consultants water report
5997,20030416,powell insists syria not a target
5998,20030919,college recruiting denial angers mp
5999,20030412,clubs must find new revenue raisers association
6000,20030626,tenants to get fairer deal from blacklist databases
6001,20030310,pies to field strong side for pre season final
6002,20030411,rangers continue treble chase
6003,20031215,parents urged to be internet cautious
6004,20030307,govt wont release prosecution advice in building
6005,20030915,magpies frustration over finals tickets
6006,20031116,autopsy finds bondi beach dolphin speared
6007,20030522,argentina and chile set up showdown
6008,20031013,navy to benefit from new ocean conditions
6009,20030831,widow denies sankohs body missing
6010,20031130,lucky escape for motorists hit by falling farm
6011,20031106,bones to return to indigenous community
6012,20031012,clothing store to reward naked ambition
6013,20030807,sydney water dispute expected to end tomorrow
6014,20030807,planned by laws to put development issue in the
6015,20031205,stranded sheep prepared for export
6016,20030922,environmental population health experts meet in
6017,20030723,blunder distances wa shire from its residents
6018,20030413,jourdain wins first career cart pole in long beach
6019,20030904,indigenous liaison team begins in fremantle
6020,20030912,man in custody after four hour siege
6021,20030523,investor confidence boosts share prices
6022,20030922,job done at last for battling boro
6023,20030525,search for missing y o resumes
6024,20030522,brazil faces blank weekend as clubs walk out
6025,20030605,vic govt wont commit pool complex funds
6026,20030516,ardiles quits as racing coach
6027,20030820,china worlds top beer brewer survey
6028,20030221,telstra punished after massive hong kong write down
6029,20030710,row continues over phillip is breakaway plan
6030,20030903,high job turnover proves costly for some mines
6031,20030626,asagoe shocks hantuchova in marathon encounter
6032,20030409,vic public servants told not to cooperate with
6033,20030706,somali war lords agree to new govt
6034,20030819,dokic enjoys return to form with victory in new
6035,20030617,farmer cant duck problems
6036,20030429,all ords surge as asx finishes higher
6037,20031112,court to decide on extension of oyster farming
6038,20030606,barca reveal talks on beckham
6039,20031117,woman charged over teenagers death
6040,20030808,lakers and kings to bring curtain down on busy pre
6041,20030317,britain orders citizens out of gulf
6042,20030821,six more killed in aceh war
6043,20030610,hamas leader survives missile strike report
6044,20030526,sociedad back on top after win at malaga
6045,20030804,act govt plan to stop land speculation
6046,20030808,port change line up ahead of carlton clash
6047,20030520,alleged crime syndicate faces court
6048,20030704,accc asked to consider possible coke berri takeover
6049,20030620,costa expected to deliver edi rail statement
6050,20030908,five star uruguay thrash bolivia in world cup
6051,20030426,polls open for new maryborough mp
6052,20030317,journalists urged to leave baghdad
6053,20030419,baxter protesters retreat to campsite
6054,20030601,lang park makeover declared a success
6055,20030423,sri lanka recall veteran kalu for kiwi tests
6056,20030306,far north qld bananas allowed back into wa
6057,20031113,tour down under champ to defend title
6058,20030420,slater riding high at bells beach
6059,20030517,artworks put limelight on mental illness
6060,20031220,bushrangers take first innings points
6061,20031230,first national takes overall honours
6062,20030707,cable woes cut central west phones
6063,20031221,zimbabwe opposition leader rallies party faithful
6064,20030514,saudi bombers part of al qaeda cell report
6065,20030813,england must unsettle sleepless smith
6066,20031026,thousands in us anti war protests
6067,20031214,two violent attacks in perth
6068,20031010,man killed after penis snatching allegation
6069,20031117,north queensland targets adventure tourists
6070,20030903,share markets continue to march higher
6071,20030430,chapman water reservoir to get new roof
6072,20030425,big crowd for anzac day dawn service
6073,20030608,govt should be doing more in zimbabwe opp
6074,20030509,warm welcome for olympic gold medallist fox
6075,20031217,land council airs native title office concerns
6076,20030403,fiery springbok dalton retires
